item_id,title,owner,type,url,matched_terms,licenseInfo
cf8b6867ad954a6e9ed400ca9e9206ea,Living in the Age of Humans,StoryMaps,StoryMap,https://www.arcgis.com/home/item.html?id=cf8b6867ad954a6e9ed400ca9e9206ea,https://www.esri.com/content/dam/esrisites/en-us/common/logos/esri-logo.jpg,"<p><img src='https://www.esri.com/content/dam/esrisites/en-us/common/logos/esri-logo.jpg' alt='Esri logo' width='113' height='39' /></p><p style='color:rgb(74,74,74); font-family:&apos;Avenir Next&apos;,Avenir,&apos;Helvetica Neue&apos;,sans-serif; font-size:16px; margin:0 0 1rem;'>This work is licensed under the Esri Master License Agreement.</p><p style='color:rgb(74,74,74); font-family:&apos;Avenir Next&apos;,Avenir,&apos;Helvetica Neue&apos;,sans-serif; font-size:16px; margin:0;'><a style='color:rgb(0,97,155); text-decoration:none;' target='_blank' href='https://goto.arcgis.com/termsofuse/viewsummary' rel='nofollow ugc noopener noreferrer'><strong>View Summary</strong></a> | <a style='color:rgb(0,97,155); text-decoration:none;' target='_blank' href='https://goto.arcgis.com/termsofuse/viewtermsofuse' rel='nofollow ugc noopener noreferrer'><strong>View Terms of Use</strong></a></p>"
1e7f582d478a4b99bd0c70fffeac4c8b,Misconceptions: Some common geographic mental misplacements,StoryMaps,StoryMap,https://www.arcgis.com/home/item.html?id=1e7f582d478a4b99bd0c70fffeac4c8b,https://www.esri.com/content/dam/esrisites/en-us/common/logos/esri-logo.jpg,"<p><img src='https://www.esri.com/content/dam/esrisites/en-us/common/logos/esri-logo.jpg' alt='Esri logo' width='113' height='39' /></p><p style='color:rgb(74,74,74); font-family:&apos;Avenir Next&apos;,Avenir,&apos;Helvetica Neue&apos;,sans-serif; font-size:16px; margin:0 0 1rem;'>This work is licensed under the Esri Master License Agreement.</p><p style='color:rgb(74,74,74); font-family:&apos;Avenir Next&apos;,Avenir,&apos;Helvetica Neue&apos;,sans-serif; font-size:16px; margin:0;'><a style='color:rgb(0,97,155); text-decoration:none;' target='_blank' href='https://goto.arcgis.com/termsofuse/viewsummary' rel='nofollow ugc noopener noreferrer'><strong>View Summary</strong></a> | <a style='color:rgb(0,97,155); text-decoration:none;' target='_blank' href='https://goto.arcgis.com/termsofuse/viewtermsofuse' rel='nofollow ugc noopener noreferrer'><strong>View Terms of Use</strong></a></p>"
